name,url,weight,time_seconds,num_contestants
Codeforces Beta Round #76 (Div. 2 Only),https://codeforces.com/contest/94/standings,1.0,1309453200,752
Codeforces Beta Round #76 (Div. 1 Only),https://codeforces.com/contest/93/standings,1.0,1309453200,313
Codeforces Beta Round #77 (Div. 2 Only),https://codeforces.com/contest/96/standings,1.0,1310144400,836
Codeforces Beta Round #77 (Div. 1 Only),https://codeforces.com/contest/95/standings,1.0,1310144400,318
Yandex.Algorithm 2011: Finals,https://codeforces.com/contest/97/standings,1.0,1310738400,132
Codeforces Beta Round #79 (Div. 2 Only),https://codeforces.com/contest/102/standings,1.0,1312398000,681
Codeforces Beta Round #79 (Div. 1 Only),https://codeforces.com/contest/101/standings,1.0,1312398000,246
Codeforces Beta Round #80 (Div. 2 Only),https://codeforces.com/contest/104/standings,1.0,1312722000,860
Codeforces Beta Round #80 (Div. 1 Only),https://codeforces.com/contest/103/standings,1.0,1312722000,292
Codeforces Beta Round #81,https://codeforces.com/contest/105/standings,1.0,1313254800,1034
Codeforces Beta Round #82 (Div. 2),https://codeforces.com/contest/106/standings,1.0,1313773200,859
Codeforces Beta Round #83 (Div. 2 Only),https://codeforces.com/contest/108/standings,1.0,1314118800,864
Codeforces Beta Round #83 (Div. 1 Only),https://codeforces.com/contest/107/standings,1.0,1314118800,351
Codeforces Beta Round #84 (Div. 2 Only),https://codeforces.com/contest/110/standings,1.0,1314640800,901
Codeforces Beta Round #84 (Div. 1 Only),https://codeforces.com/contest/109/standings,1.0,1314640800,402
Codeforces Beta Round #85 (Div. 2 Only),https://codeforces.com/contest/112/standings,1.0,1315058400,1026
Codeforces Beta Round #85 (Div. 1 Only),https://codeforces.com/contest/111/standings,1.0,1315058400,398
Codeforces Beta Round #86 (Div. 2 Only),https://codeforces.com/contest/114/standings,1.0,1315501200,1023
Codeforces Beta Round #86 (Div. 1 Only),https://codeforces.com/contest/113/standings,1.0,1315501200,355
Codeforces Beta Round #87 (Div. 2 Only),https://codeforces.com/contest/116/standings,1.0,1316106000,1075
Codeforces Beta Round #87 (Div. 1 Only),https://codeforces.com/contest/115/standings,1.0,1316106000,416
Codeforces Beta Round #88,https://codeforces.com/contest/117/standings,1.0,1316797200,1103
Codeforces Beta Round #89 (Div. 2),https://codeforces.com/contest/118/standings,1.0,1318006800,1152
"School Regional Team Contest, Saratov, 2011",https://codeforces.com/contest/120/standings,1.0,1318937400,580
Codeforces Beta Round #91 (Div. 2 Only),https://codeforces.com/contest/122/standings,1.0,1319734800,1157
Codeforces Beta Round #91 (Div. 1 Only),https://codeforces.com/contest/121/standings,1.0,1319734800,420
Codeforces Beta Round #92 (Div. 2 Only),https://codeforces.com/contest/124/standings,1.0,1320340200,1124
Codeforces Beta Round #92 (Div. 1 Only),https://codeforces.com/contest/123/standings,1.0,1320340200,365
Codeforces Beta Round #93 (Div. 2 Only),https://codeforces.com/contest/127/standings,1.0,1320865200,1191
Codeforces Beta Round #93 (Div. 1 Only),https://codeforces.com/contest/126/standings,1.0,1320865200,296
Codeforces Beta Round #94 (Div. 2 Only),https://codeforces.com/contest/129/standings,1.0,1321344600,849
Codeforces Beta Round #94 (Div. 1 Only),https://codeforces.com/contest/128/standings,1.0,1321344600,296
Codeforces Beta Round #95 (Div. 2),https://codeforces.com/contest/131/standings,1.0,1322240400,1448
Codeforces Beta Round #96 (Div. 2),https://codeforces.com/contest/133/standings,1.0,1322931600,1329
Codeforces Beta Round #96 (Div. 1),https://codeforces.com/contest/132/standings,1.0,1322931600,367
Codeforces Beta Round #97 (Div. 2),https://codeforces.com/contest/136/standings,1.0,1323450300,1390
Codeforces Beta Round #97 (Div. 1),https://codeforces.com/contest/135/standings,1.0,1323450300,386
Codeforces Beta Round #98 (Div. 2),https://codeforces.com/contest/137/standings,1.0,1324022400,789
Codeforces Beta Round #99 (Div. 2),https://codeforces.com/contest/139/standings,1.0,1324735200,1123
Codeforces Beta Round #99 (Div. 1),https://codeforces.com/contest/138/standings,1.0,1324735200,345
Codeforces Round #100,https://codeforces.com/contest/140/standings,1.0,1325696400,1896
Codeforces Round #101 (Div. 2),https://codeforces.com/contest/141/standings,1.0,1326042000,1262
Codeforces Round #102 (Div. 2),https://codeforces.com/contest/143/standings,1.0,1326387900,1254
Codeforces Round #102 (Div. 1),https://codeforces.com/contest/142/standings,1.0,1326387900,422
Codeforces Round #103 (Div. 2),https://codeforces.com/contest/144/standings,1.0,1326906300,1357
Codeforces Round #104 (Div. 2),https://codeforces.com/contest/146/standings,1.0,1327222800,938
Codeforces Round #104 (Div. 1),https://codeforces.com/contest/145/standings,1.0,1327222800,341
Codeforces Round #105 (Div. 2),https://codeforces.com/contest/148/standings,1.0,1328205600,1319
Codeforces Round #106 (Div. 2),https://codeforces.com/contest/149/standings,1.0,1328893200,1347
Codeforces Round #107 (Div. 2),https://codeforces.com/contest/151/standings,1.0,1329498000,1401
Codeforces Round #107 (Div. 1),https://codeforces.com/contest/150/standings,1.0,1329498000,473
Codeforces Round #108 (Div. 2),https://codeforces.com/contest/152/standings,1.0,1329757200,1260
Codeforces Round #109 (Div. 2),https://codeforces.com/contest/155/standings,1.0,1330102800,1283
Codeforces Round #109 (Div. 1),https://codeforces.com/contest/154/standings,1.0,1330102800,464
Codeforces Round #110 (Div. 2),https://codeforces.com/contest/157/standings,1.0,1330543800,1136
Codeforces Round #110 (Div. 1),https://codeforces.com/contest/156/standings,1.0,1330543800,384
Codeforces Round #111 (Div. 2),https://codeforces.com/contest/160/standings,1.0,1331053200,1477
VK Cup 2012 Round 1,https://codeforces.com/contest/161/standings,1.0,1331485500,1484
Codeforces Round #112 (Div. 2),https://codeforces.com/contest/165/standings,1.0,1331919000,1518
Codeforces Round #113 (Div. 2),https://codeforces.com/contest/166/standings,1.0,1332523800,1443
VK Cup 2012 Round 2 (Unofficial Div. 2 Edition),https://codeforces.com/contest/169/standings,1.0,1332695100,707
VK Cup 2012 Round 2,https://codeforces.com/contest/163/standings,1.0,1332695100,652
Codeforces Round #114 (Div. 2),https://codeforces.com/contest/168/standings,1.0,1332867600,1395
Codeforces Round #114 (Div. 1),https://codeforces.com/contest/167/standings,1.0,1332867600,402
Croc Champ 2012 - Round 1,https://codeforces.com/contest/173/standings,1.0,1333731600,1081
VK Cup 2012 Round 3 (Unofficial Div. 2 Edition),https://codeforces.com/contest/174/standings,1.0,1333904700,643
VK Cup 2012 Round 3,https://codeforces.com/contest/164/standings,1.0,1333904700,358
Codeforces Round #115,https://codeforces.com/contest/175/standings,1.0,1334401200,774
Croc Champ 2012 - Round 2 (Unofficial Div. 2 Edition),https://codeforces.com/contest/181/standings,1.0,1334941500,627
Croc Champ 2012 - Round 2,https://codeforces.com/contest/176/standings,1.0,1334941500,338
ABBYY Cup 2.0 - Easy,https://codeforces.com/contest/177/standings,1.0,1335031200,915
"Codeforces Round #116 (Div. 2, ACM-ICPC Rules)",https://codeforces.com/contest/180/standings,1.0,1335085200,566
Croc Champ 2012 - Final,https://codeforces.com/contest/183/standings,1.0,1335540000,148
ABBYY Cup 2.0 - Hard,https://codeforces.com/contest/178/standings,1.0,1335632400,475
Codeforces Round #118 (Div. 2),https://codeforces.com/contest/186/standings,1.0,1336152600,1111
Codeforces Round #119 (Div. 2),https://codeforces.com/contest/189/standings,1.0,1336671000,1005
Codeforces Round #119 (Div. 1),https://codeforces.com/contest/187/standings,1.0,1336671000,316
Codeforces Round #121 (Div. 2),https://codeforces.com/contest/192/standings,1.0,1338139800,953
Codeforces Round #121 (Div. 1),https://codeforces.com/contest/191/standings,1.0,1338139800,304
Codeforces Round #122 (Div. 2),https://codeforces.com/contest/194/standings,1.0,1338744600,1082
Codeforces Round #122 (Div. 1),https://codeforces.com/contest/193/standings,1.0,1338744600,305
Codeforces Round #123 (Div. 2),https://codeforces.com/contest/195/standings,1.0,1339349400,970
Codeforces Round #124 (Div. 2),https://codeforces.com/contest/197/standings,1.0,1339513200,1036
Codeforces Round #124 (Div. 1),https://codeforces.com/contest/196/standings,1.0,1339513200,374
Codeforces Round #125 (Div. 2),https://codeforces.com/contest/199/standings,1.0,1340386200,1145
Codeforces Round #125 (Div. 1),https://codeforces.com/contest/198/standings,1.0,1340386200,288
Codeforces Round #126 (Div. 2),https://codeforces.com/contest/200/standings,1.0,1340559000,1086
Codeforces Round #127 (Div. 2),https://codeforces.com/contest/202/standings,1.0,1340991000,987
Codeforces Round #127 (Div. 1),https://codeforces.com/contest/201/standings,1.0,1340991000,319
Codeforces Round #128 (Div. 2),https://codeforces.com/contest/203/standings,1.0,1341336600,1155
Codeforces Round #129 (Div. 2),https://codeforces.com/contest/205/standings,1.0,1342027800,1184
Codeforces Round #129 (Div. 1),https://codeforces.com/contest/204/standings,1.0,1342027800,322
VK Cup 2012 Finals,https://codeforces.com/contest/211/standings,1.0,1342344600,49
Codeforces Round #130 (Div. 2),https://codeforces.com/contest/208/standings,1.0,1343065200,1306
Codeforces Round #131 (Div. 2),https://codeforces.com/contest/214/standings,1.0,1343669400,1314
Codeforces Round #131 (Div. 1),https://codeforces.com/contest/213/standings,1.0,1343669400,278
Codeforces Round #132 (Div. 2),https://codeforces.com/contest/215/standings,1.0,1344274200,1369
Codeforces Round #133 (Div. 2),https://codeforces.com/contest/216/standings,1.0,1344965400,1283
Codeforces Round #134 (Div. 2),https://codeforces.com/contest/218/standings,1.0,1345280700,1127
Codeforces Round #134 (Div. 1),https://codeforces.com/contest/217/standings,1.0,1345280700,349
Codeforces Round #135 (Div. 2),https://codeforces.com/contest/219/standings,1.0,1346088600,1335
Codeforces Round #136 (Div. 2),https://codeforces.com/contest/221/standings,1.0,1346434200,1410
Codeforces Round #136 (Div. 1),https://codeforces.com/contest/220/standings,1.0,1346434200,477
Codeforces Round #137 (Div. 2),https://codeforces.com/contest/222/standings,1.0,1347299100,1483
Codeforces Round #138 (Div. 2),https://codeforces.com/contest/224/standings,1.0,1347816600,1483
Codeforces Round #138 (Div. 1),https://codeforces.com/contest/223/standings,1.0,1347816600,410
Codeforces Round #139 (Div. 2),https://codeforces.com/contest/225/standings,1.0,1348076700,1425
Codeforces Round #140 (Div. 2),https://codeforces.com/contest/227/standings,1.0,1348507800,1319
Codeforces Round #140 (Div. 1),https://codeforces.com/contest/226/standings,1.0,1348507800,406
Codeforces Round #141 (Div. 2),https://codeforces.com/contest/228/standings,1.0,1348767000,1641
Codeforces Round #142 (Div. 2),https://codeforces.com/contest/230/standings,1.0,1349112900,1564
Codeforces Round #142 (Div. 1),https://codeforces.com/contest/229/standings,1.0,1349112900,447
Codeforces Round #143 (Div. 2),https://codeforces.com/contest/231/standings,1.0,1349631000,1649
Codeforces Round #144 (Div. 2),https://codeforces.com/contest/233/standings,1.0,1349976600,1531
Codeforces Round #144 (Div. 1),https://codeforces.com/contest/232/standings,1.0,1349976600,371
"Codeforces Round #145 (Div. 1, ACM-ICPC Rules)",https://codeforces.com/contest/240/standings,1.0,1350378000,286
"Codeforces Round #145 (Div. 2, ACM-ICPC Rules)",https://codeforces.com/contest/234/standings,1.0,1350383400,908
Codeforces Round #146 (Div. 2),https://codeforces.com/contest/236/standings,1.0,1350810600,1402
Codeforces Round #146 (Div. 1),https://codeforces.com/contest/235/standings,1.0,1350810600,383
Codeforces Round #147 (Div. 2),https://codeforces.com/contest/237/standings,1.0,1351186200,1733
"Bayan 2012-2013 Elimination Round (ACM ICPC Rules, English statements)",https://codeforces.com/contest/241/standings,1.0,1351794600,454
Codeforces Round #148 (Div. 2),https://codeforces.com/contest/239/standings,1.0,1352052000,1404
Codeforces Round #148 (Div. 1),https://codeforces.com/contest/238/standings,1.0,1352052000,328
Codeforces Round #149 (Div. 2),https://codeforces.com/contest/242/standings,1.0,1352655000,1356
Codeforces Round #150 (Div. 2),https://codeforces.com/contest/244/standings,1.0,1353087600,1493
Codeforces Round #150 (Div. 1),https://codeforces.com/contest/243/standings,1.0,1353087600,372
"CROC-MBTU 2012, Elimination Round (ACM-ICPC)",https://codeforces.com/contest/245/standings,1.0,1353346800,1127
Codeforces Round #151 (Div. 2),https://codeforces.com/contest/246/standings,1.0,1353519000,1422
Codeforces Round #152 (Div. 1),https://codeforces.com/contest/249/standings,1.0,1353865500,341
Codeforces Round #152 (Div. 2),https://codeforces.com/contest/248/standings,1.0,1353865500,1512
"CROC-MBTU 2012, Final Round",https://codeforces.com/contest/247/standings,1.0,1353934500,17
"CROC-MBTU 2012, Final Round (Online version, Div. 2)",https://codeforces.com/contest/250/standings,1.0,1353945600,782
Codeforces Round #153 (Div. 2),https://codeforces.com/contest/252/standings,1.0,1354815000,1342
Codeforces Round #153 (Div. 1),https://codeforces.com/contest/251/standings,1.0,1354815000,473
Codeforces Round #154 (Div. 2),https://codeforces.com/contest/253/standings,1.0,1354968000,1167
Codeforces Round #155 (Div. 2),https://codeforces.com/contest/254/standings,1.0,1355054400,1180
Codeforces Round #156 (Div. 2),https://codeforces.com/contest/255/standings,1.0,1355679000,1446
Codeforces Round #156 (Div. 1),https://codeforces.com/contest/256/standings,1.0,1355679000,460
Codeforces Round #157 (Div. 2),https://codeforces.com/contest/259/standings,1.0,1356197400,1446
Codeforces Round #157 (Div. 1),https://codeforces.com/contest/258/standings,1.0,1356197400,493
Codeforces Round #158 (Div. 2),https://codeforces.com/contest/260/standings,1.0,1356629700,1353
Codeforces Round #159 (Div. 2),https://codeforces.com/contest/257/standings,1.0,1357666200,1354
Codeforces Round #160 (Div. 2),https://codeforces.com/contest/262/standings,1.0,1358098200,1466
Codeforces Round #160 (Div. 1),https://codeforces.com/contest/261/standings,1.0,1358098200,435
Codeforces Round #161 (Div. 2),https://codeforces.com/contest/263/standings,1.0,1358357400,1591
Codeforces Round #162 (Div. 2),https://codeforces.com/contest/265/standings,1.0,1358694000,1525
Codeforces Round #162 (Div. 1),https://codeforces.com/contest/264/standings,1.0,1358694000,566
Codeforces Round #163 (Div. 2),https://codeforces.com/contest/266/standings,1.0,1358875800,1958
Codeforces Round #164 (Div. 2),https://codeforces.com/contest/268/standings,1.0,1359394200,1882
Codeforces Round #165 (Div. 2),https://codeforces.com/contest/270/standings,1.0,1359739800,1830
Codeforces Round #165 (Div. 1),https://codeforces.com/contest/269/standings,1.0,1359739800,611
Codeforces Round #166 (Div. 2),https://codeforces.com/contest/271/standings,1.0,1360603800,1677
Codeforces Round #167 (Div. 1),https://codeforces.com/contest/273/standings,1.0,1360776600,548
Codeforces Round #167 (Div. 2),https://codeforces.com/contest/272/standings,1.0,1360776600,1713
Codeforces Round #168 (Div. 2),https://codeforces.com/contest/275/standings,1.0,1361381400,1717
Codeforces Round #168 (Div. 1),https://codeforces.com/contest/274/standings,1.0,1361381400,549
Codeforces Round #169 (Div. 2),https://codeforces.com/contest/276/standings,1.0,1361727000,1590
Codeforces Round #170 (Div. 2),https://codeforces.com/contest/278/standings,1.0,1362072600,1874
Codeforces Round #170 (Div. 1),https://codeforces.com/contest/277/standings,1.0,1362072600,631
Codeforces Round #171 (Div. 2),https://codeforces.com/contest/279/standings,1.0,1362418200,1697
Codeforces Round #172 (Div. 2),https://codeforces.com/contest/281/standings,1.0,1362936600,1857
Codeforces Round #172 (Div. 1),https://codeforces.com/contest/280/standings,1.0,1362936600,457
Codeforces Round #173 (Div. 2),https://codeforces.com/contest/282/standings,1.0,1363195800,1960
Codeforces Round #174 (Div. 2),https://codeforces.com/contest/284/standings,1.0,1363541700,1823
Codeforces Round #174 (Div. 1),https://codeforces.com/contest/283/standings,1.0,1363541700,626
Codeforces Round #175 (Div. 2),https://codeforces.com/contest/285/standings,1.0,1363887000,1760
Codeforces Round #176 (Div. 2),https://codeforces.com/contest/287/standings,1.0,1364032800,1360
Codeforces Round #176 (Div. 1),https://codeforces.com/contest/286/standings,1.0,1364032800,502
Codeforces Round #177 (Div. 2),https://codeforces.com/contest/289/standings,1.0,1364923800,1591
Codeforces Round #177 (Div. 1),https://codeforces.com/contest/288/standings,1.0,1364923800,630
Codeforces Round #178 (Div. 2),https://codeforces.com/contest/294/standings,1.0,1365355800,1684
Codeforces Round #179 (Div. 2),https://codeforces.com/contest/296/standings,1.0,1365701400,1591
Codeforces Round #179 (Div. 1),https://codeforces.com/contest/295/standings,1.0,1365701400,601
Croc Champ 2013 - Round 1,https://codeforces.com/contest/292/standings,1.0,1366047300,1376
Codeforces Round #180 (Div. 2),https://codeforces.com/contest/298/standings,1.0,1366392600,1508
Codeforces Round #180 (Div. 1),https://codeforces.com/contest/297/standings,1.0,1366392600,561
Croc Champ 2013 - Round 2 (Div. 2 Edition),https://codeforces.com/contest/299/standings,1.0,1366652400,803
Croc Champ 2013 - Round 2,https://codeforces.com/contest/293/standings,1.0,1366652700,479
Codeforces Round #181 (Div. 2),https://codeforces.com/contest/300/standings,1.0,1366911000,1497
Codeforces Round #183 (Div. 2),https://codeforces.com/contest/304/standings,1.0,1368370800,960
Codeforces Round #183 (Div. 1),https://codeforces.com/contest/303/standings,1.0,1368370800,408
Croc Champ 2013 - Finals,https://codeforces.com/contest/308/standings,1.0,1368793800,45
"Croc Champ 2013 - Finals (online version, Div. 1)",https://codeforces.com/contest/309/standings,1.0,1368812400,178
Codeforces Round #184 (Div. 2),https://codeforces.com/contest/305/standings,1.0,1368975600,1291
Codeforces Round #186 (Div. 2),https://codeforces.com/contest/313/standings,1.0,1369935000,1558
Codeforces Round #187 (Div. 2),https://codeforces.com/contest/315/standings,1.0,1370626200,1534
Codeforces Round #187 (Div. 1),https://codeforces.com/contest/314/standings,1.0,1370626200,488
ABBYY Cup 3.0,https://codeforces.com/contest/316/standings,1.0,1371056400,1450
Codeforces Round #188 (Div. 2),https://codeforces.com/contest/318/standings,1.0,1371231000,1511
Codeforces Round #188 (Div. 1),https://codeforces.com/contest/317/standings,1.0,1371231000,570
Codeforces Round #189 (Div. 2),https://codeforces.com/contest/320/standings,1.0,1372000200,1436
Codeforces Round #189 (Div. 1),https://codeforces.com/contest/319/standings,1.0,1372000200,465
Codeforces Round #190 (Div. 2),https://codeforces.com/contest/322/standings,1.0,1372440600,1649
Codeforces Round #190 (Div. 1),https://codeforces.com/contest/321/standings,1.0,1372440600,496
Codeforces Round #191 (Div. 2),https://codeforces.com/contest/327/standings,1.0,1372948200,1501
MemSQL start[c]up Round 1,https://codeforces.com/contest/325/standings,1.0,1373742000,1188
ABBYY Cup 3.0 - Finals,https://codeforces.com/contest/324/standings,1.0,1374050400,24
ABBYY Cup 3.0 - Finals (online version),https://codeforces.com/contest/331/standings,1.0,1374083100,789
Codeforces Round #192 (Div. 2),https://codeforces.com/contest/330/standings,1.0,1374334200,1955
Codeforces Round #192 (Div. 1),https://codeforces.com/contest/329/standings,1.0,1374334200,528
Codeforces Round #193 (Div. 2),https://codeforces.com/contest/332/standings,1.0,1374687900,1744
Codeforces Round #194 (Div. 2),https://codeforces.com/contest/334/standings,1.0,1374921000,1852
Codeforces Round #194 (Div. 1),https://codeforces.com/contest/333/standings,1.0,1374921000,568
MemSQL start[c]up Round 2 - online version,https://codeforces.com/contest/335/standings,1.0,1375560000,596
MemSQL start[c]up Round 2,https://codeforces.com/contest/326/standings,1.0,1375560000,26
Codeforces Round #195 (Div. 2),https://codeforces.com/contest/336/standings,1.0,1376069400,1641
Codeforces Round #196 (Div. 1),https://codeforces.com/contest/338/standings,1.0,1376676000,482
Codeforces Round #196 (Div. 2),https://codeforces.com/contest/337/standings,1.0,1376676000,1856
Codeforces Round #197 (Div. 2),https://codeforces.com/contest/339/standings,1.0,1377538200,2102
Codeforces Round #198 (Div. 1),https://codeforces.com/contest/341/standings,1.0,1377883800,585
Codeforces Round #198 (Div. 2),https://codeforces.com/contest/340/standings,1.0,1377883800,2035
Codeforces Round #199 (Div. 2),https://codeforces.com/contest/342/standings,1.0,1378548000,1461
Codeforces Round #200 (Div. 2),https://codeforces.com/contest/344/standings,1.0,1379180400,1765
Codeforces Round #200 (Div. 1),https://codeforces.com/contest/343/standings,1.0,1379180400,607
Codeforces Round #201 (Div. 2),https://codeforces.com/contest/347/standings,1.0,1379698200,1958
