name,url,weight,time_seconds,num_contestants
SharkyCTF,https://ctftime.org/event/1034,1.0,1588982460,828
DEF CON CTF Qualifier 2020,https://ctftime.org/event/994,1.0,1589587200,1397
NorthSec 2020,https://ctftime.org/event/954,1.0,1589630400,77
TJCTF 2020,https://ctftime.org/event/928,1.0,1590105600,1205
m0leCon CTF 2020 Teaser,https://ctftime.org/event/1025,1.0,1590174000,459
Hack-A-Sat Qualifiers,https://ctftime.org/event/993,1.0,1590192000,1274
Ugra CTF Quals 2020,https://ctftime.org/event/1054,1.0,1590217200,136
Pwn2Win CTF 2020,https://ctftime.org/event/961,1.0,1590770220,401
castorsCTF20,https://ctftime.org/event/1063,1.0,1590782400,500
RCTF 2020,https://ctftime.org/event/1045,1.0,1590800400,460
HSCTF 7,https://ctftime.org/event/939,1.0,1591012800,1464
2020 Defenit CTF,https://ctftime.org/event/1060,1.0,1591347600,427
Really Awesome CTF 2020,https://ctftime.org/event/1051,1.0,1591376400,1047
BatPwn - BSides Ahmedabad CTF 2020,https://ctftime.org/event/1065,1.0,1591390800,264
CyberHackCTF 2020,https://ctftime.org/event/1059,1.0,1591439400,314
NoobCTF 0x1,https://ctftime.org/event/1064,1.0,1591698600,341
NahamCon CTF,https://ctftime.org/event/1067,1.0,1591974000,2853
WeCTF 2020,https://ctftime.org/event/1044,1.0,1592067600,257
RundergroundCTF #1.2,https://ctftime.org/event/1069,1.0,1592132400,46
Zh3r0 CTF,https://ctftime.org/event/1062,1.0,1592235000,807
UUTCTF 2020,https://ctftime.org/event/1058,1.0,1592634600,358
iHack 2020,https://ctftime.org/event/1074,1.0,1592688600,78
redpwnCTF 2020,https://ctftime.org/event/995,1.0,1592769600,1491
0CTF/TCTF 2020 Quals	,https://ctftime.org/event/1026,1.0,1593223200,852
BSidesTLV 2020 CTF,https://ctftime.org/event/1078,1.0,1593334800,124
CSCML CTF 2020,https://ctftime.org/event/1071,1.0,1593669600,230
ASIS CTF Quals 2020,https://ctftime.org/event/964,1.0,1593788400,808
SCTF-XCTF 2020,https://ctftime.org/event/1068,1.0,1593824400,50
FAUST CTF 2020,https://ctftime.org/event/1000,1.0,1594386000,70
Geekpwn x Tencent YDLAB Cloud Range Challenge 2020 Quals,https://ctftime.org/event/1083,1.0,1594432800,148
TSG CTF 2020,https://ctftime.org/event/1004,1.0,1594450800,627
Trace Labs Global OSINT Search Party CTF V,https://ctftime.org/event/1085,1.0,1594477800,190
rgbCTF 2020,https://ctftime.org/event/1042,1.0,1594486800,1047
CCTF 2020,https://ctftime.org/event/1087,1.0,1594771200,593
UIUCTF 2020,https://ctftime.org/event/1075,1.0,1594965600,387
Content Creators Club CTF,https://ctftime.org/event/1097,1.0,1594980000,268
csictf 2020,https://ctftime.org/event/1081,1.0,1595010600,1000
ENOWARS 4,https://ctftime.org/event/1043,1.0,1595073600,94
3kCTF-2020,https://ctftime.org/event/1077,1.0,1595610000,491
CyBRICS CTF 2020,https://ctftime.org/event/1012,1.0,1595671200,785
HacktivityCon CTF,https://ctftime.org/event/1101,1.0,1596049200,1974
InCTF 2020,https://ctftime.org/event/981,1.0,1596202200,556
WMCTF 2020,https://ctftime.org/event/1094,1.0,1596272400,437
Hack-A-Sat Finals,https://ctftime.org/event/1104,1.0,1596801600,8
AppSecVillage (CTF)2 2020,https://ctftime.org/event/1110,1.0,1596816001,13
DEF CON CTF 2020,https://ctftime.org/event/1088,1.0,1596819601,16
UNICORN CTF 2020,https://ctftime.org/event/1103,1.0,1596880800,285
PoseidonCTF 1st Edition,https://ctftime.org/event/1049,1.0,1596906000,333
Arab Security Cyber Wargames,https://ctftime.org/event/1098,1.0,1597370400,94
Arab Security Cyber Wargames 2020 Qualifications ,https://ctftime.org/event/1102,1.0,1597410000,94
Crypto CTF 2020,https://ctftime.org/event/963,1.0,1597417200,549
PhantomCTF 3.0,https://ctftime.org/event/1092,1.0,1597496400,146
Hacker's Playground 2020,https://ctftime.org/event/1107,1.0,1597712400,672
Google Capture The Flag 2020,https://ctftime.org/event/1041,1.0,1598054401,623
ByteCTF 3,https://ctftime.org/event/1114,1.0,1598293800,155
RESTCON CTF,https://ctftime.org/event/1116,1.0,1598589000,376
GACTF,https://ctftime.org/event/1115,1.0,1598662800,518
FwordCTF 2020,https://ctftime.org/event/1066,1.0,1598720400,360
Codegate CTF 2020 Finals,https://ctftime.org/event/996,1.0,1599127200,10
ALLES! CTF 2020,https://ctftime.org/event/1091,1.0,1599235200,463
 CONFidence CTF 2020 Finals,https://ctftime.org/event/1090,1.0,1599300000,160
RatCTF2020,https://ctftime.org/event/1105,1.0,1599325200,15
COMPFEST CTF 2020,https://ctftime.org/event/1123,1.0,1599354000,249
CSAW CTF Qualification Round 2020,https://ctftime.org/event/1079,1.0,1599854400,1209
VolgaCTF 2020 Final,https://ctftime.org/event/1018,1.0,1600322400,23
DownUnderCTF,https://ctftime.org/event/1084,1.0,1600419600,1079
TokyoWesterns CTF 6th 2020,https://ctftime.org/event/1086,1.0,1600473600,648
EKOPARTY CTF 2020,https://ctftime.org/event/1137,1.0,1600966800,387
DarkCTF,https://ctftime.org/event/1118,1.0,1601002800,808
HACON_CTF,https://ctftime.org/event/1132,1.0,1601008200,206
Evlz CTF 3.0,https://ctftime.org/event/1070,1.0,1601047800,121
BalCCon2k20 CTF,https://ctftime.org/event/1100,1.0,1601056800,193
0CTF/TCTF 2020 Finals,https://ctftime.org/event/1093,1.0,1601085600,15
RomHack CTF 2020,https://ctftime.org/event/1126,1.0,1601103600,43
BsidesBOS CTF,https://ctftime.org/event/1125,1.0,1601125200,1006
YPSI CTF,https://ctftime.org/event/1144,1.0,1601503200,15
TastelessCTF 2020,https://ctftime.org/event/1124,1.0,1601683200,471
Trend Micro CTF 2020 - Raimund Genes Cup - Online Qualifier,https://ctftime.org/event/1117,1.0,1601697600,67
Midnight Sun CTF 2020 Finals,https://ctftime.org/event/934,1.0,1601719200,15
M*CTF 2020 Quals,https://ctftime.org/event/1138,1.0,1601730000,88
b01lers CTF bootcamp,https://ctftime.org/event/1089,1.0,1601730000,515
Reply Cyber Security Challenge,https://ctftime.org/event/1131,1.0,1602264600,406
DamCTF 2020,https://ctftime.org/event/1076,1.0,1602288000,700
SECCON 2020 Online CTF,https://ctftime.org/event/1119,1.0,1602309600,579
BSides Delhi CTF 2020,https://ctftime.org/event/1158,1.0,1602315000,130
ISITDTU CTF 2020 Quals,https://ctftime.org/event/1127,1.0,1602327600,148
e-Jornadas 2020,https://ctftime.org/event/1159,1.0,1602590400,209
Hacktober CTF,https://ctftime.org/event/1108,1.0,1602856800,1063
N1CTF 2020,https://ctftime.org/event/1099,1.0,1602892800,847
mHackeCTF - Enterprise Edition,https://ctftime.org/event/1053,1.0,1602936000,55
RundergroundCTF #2,https://ctftime.org/event/1163,1.0,1603018800,66
Syskron Security CTF 2020,https://ctftime.org/event/1148,1.0,1603238400,1027
Hack.lu CTF 2020,https://ctftime.org/event/1142,1.0,1603460220,301
Hack The Vote 2020,https://ctftime.org/event/1017,1.0,1603494000,277
MetaCTF CyberGames 2020,https://ctftime.org/event/1106,1.0,1603540800,994
AppSec-IL 2020 CTF,https://ctftime.org/event/1152,1.0,1603558800,57
RaziCTF 2020,https://ctftime.org/event/1167,1.0,1603690200,313
Ledger Donjon CTF 2020,https://ctftime.org/event/1173,1.0,1603875600,426
CyberSecurityRumble CTF,https://ctftime.org/event/1057,1.0,1604084400,472
CyberYoddha CTF 2020,https://ctftime.org/event/1169,1.0,1604084400,680
Newark Academy CTF 2020,https://ctftime.org/event/1157,1.0,1604095200,968
Conquer the World by IEEE-VIT,https://ctftime.org/event/1164,1.0,1604131200,39
KipodAfterFree CTF 2020,https://ctftime.org/event/1133,1.0,1604682000,622
HK Cyber Security New Generation CTF Challenge 2020,https://ctftime.org/event/1145,1.0,1604685600,69
CSAW CTF Final Round 2020,https://ctftime.org/event/1190,1.0,1604714400,51
Sunshine CTF 2020,https://ctftime.org/event/992,1.0,1604757600,742
FarEastCTF - 2020,https://ctftime.org/event/1180,1.0,1604764800,52
Square CTF 2020,https://ctftime.org/event/1174,1.0,1605286800,610
Decompetition,https://ctftime.org/event/1170,1.0,1605315600,114
Balsn CTF 2020,https://ctftime.org/event/1122,1.0,1605319200,490
Hack For Troops,https://ctftime.org/event/1147,1.0,1605330000,116
m0leCon CTF 2020,https://ctftime.org/event/1135,1.0,1605384000,276
SPbCTF's Student CTF 2020 Quals,https://ctftime.org/event/1188,1.0,1605430800,88
HTB University CTF 2020 Quals,https://ctftime.org/event/1201,1.0,1605877200,186
Hackfest CTF Pro 2020,https://ctftime.org/event/1192,1.0,1605902400,8
Hackfest CTF Classic 2020,https://ctftime.org/event/1191,1.0,1605902400,80
Dragon CTF 2020,https://ctftime.org/event/1082,1.0,1605906000,538
Ugra CTF Finals 2020,https://ctftime.org/event/1187,1.0,1606201200,21
Digital Forensics CTF,https://ctftime.org/event/1203,1.0,1606384800,3
CTF InterIUT 2020,https://ctftime.org/event/1176,1.0,1606500000,87
HITCON CTF 2020,https://ctftime.org/event/1136,1.0,1606528800,710
SPbCTF's Student CTF 2020 Finals,https://ctftime.org/event/1189,1.0,1606640400,7
CTF Metared UNLP.EDU.AR Stage,https://ctftime.org/event/1204,1.0,1606914000,51
Cryptography CTF,https://ctftime.org/event/1205,1.0,1606989600,254
CTF 313 2020,https://ctftime.org/event/1207,1.0,1607004000,138
Shakti CTF,https://ctftime.org/event/1141,1.0,1607085000,277
2020 December Metasploit community CTF,https://ctftime.org/event/1200,1.0,1607094000,413
pbctf 2020,https://ctftime.org/event/1121,1.0,1607126400,457
DefCamp CTF 2020 Online,https://ctftime.org/event/1182,1.0,1607158800,216
boot2root 2020,https://ctftime.org/event/1202,1.0,1607247000,123
 Weekend CTF(Scheduled to 18th Dec),https://ctftime.org/event/1211,1.0,1607684400,191
ASIS CTF Finals 2020,https://ctftime.org/event/1111,1.0,1607698800,349
X-MAS CTF 2020,https://ctftime.org/event/1209,1.0,1607713200,1064
HackTM CTF Finals 2020,https://ctftime.org/event/1140,1.0,1607756400,10
#kksctf open 2020,https://ctftime.org/event/1112,1.0,1607763600,229
ISITDTU CTF 2020 Finals,https://ctftime.org/event/1210,1.0,1607821200,11
BSides Algiers 2021 Quals,https://ctftime.org/event/1220,1.0,1608282000,169
hxp CTF 2020,https://ctftime.org/event/1134,1.0,1608303600,532
Trend Micro CTF 2020 - Raimund Genes Cup - Virtual Finals,https://ctftime.org/event/1212,1.0,1608354000,12
M*CTF 2020 Final,https://ctftime.org/event/1165,1.0,1608361200,9
VULNCON CTF 2020,https://ctftime.org/event/1149,1.0,1608373800,441
WeCTF 2020+,https://ctftime.org/event/1072,1.0,1608408000,141
RuCTFE 2020,https://ctftime.org/event/1178,1.0,1608976800,126
Brixel CTF winter edition,https://ctftime.org/event/1194,1.0,1608984000,823
WhiteHat Grand Prix 06 - Final Round,https://ctftime.org/event/1181,1.0,1609034400,10
G̷a̷c̷h̷i̷ C̷T̷F̷ 2̷0̷2̷0̷,https://ctftime.org/event/1183,1.0,1609066800,99
TetCTF 2021,https://ctftime.org/event/1213,1.0,1609459200,518
Real World CTF 3rd,https://ctftime.org/event/1198,1.0,1610157600,270
0xL4ughCTF,https://ctftime.org/event/1248,1.0,1610625600,371
ISFCR Hackathon 2021,https://ctftime.org/event/1247,1.0,1610688600,104
*CTF 2021,https://ctftime.org/event/1242,1.0,1610758800,519
BambooFox CTF 2021,https://ctftime.org/event/1234,1.0,1610762400,513
The Cyber Grabs CTF 0x02,https://ctftime.org/event/1232,1.0,1610857800,223
0x41414141 CTF,https://ctftime.org/event/1249,1.0,1611421200,286
justCTF [*] 2020,https://ctftime.org/event/1050,1.0,1611986400,797
DiceCTF 2021,https://ctftime.org/event/1236,1.0,1612569600,1059
TrollCAT CTF 2021,https://ctftime.org/event/1257,1.0,1612585800,355
Cohesion 2021,https://ctftime.org/event/1277,1.0,1612689974,69
SecureBug CTF,https://ctftime.org/event/1263,1.0,1613386809,50
Tenable CTF 2021,https://ctftime.org/event/1266,1.0,1613649600,1762
Union CTF 2021,https://ctftime.org/event/1246,1.0,1613761200,466
darkCON CTF,https://ctftime.org/event/1250,1.0,1613817000,660
Ugra CTF Quals 2021,https://ctftime.org/event/1279,1.0,1614409200,139
Aero CTF 2021,https://ctftime.org/event/1224,1.0,1614416400,84
D^3CTF 2021,https://ctftime.org/event/1295,1.0,1614945600,289
HTB University CTF 2021 Finals,https://ctftime.org/event/1300,1.0,1614949200,18
Winja CTF,https://ctftime.org/event/1293,1.0,1614988800,112
zer0pts CTF 2021,https://ctftime.org/event/1256,1.0,1614988800,949
BSidesSF 2021 CTF,https://ctftime.org/event/1299,1.0,1615060800,239
White-Hats Break the Syntax CTF,https://ctftime.org/event/1303,1.0,1615561200,160
DaVinciCTF 2021,https://ctftime.org/event/1296,1.0,1615564800,417
NahamCon CTF 2021,https://ctftime.org/event/1281,1.0,1615579200,3409
UTCTF 2021,https://ctftime.org/event/1177,1.0,1615593600,697
vishwaCTF 2021,https://ctftime.org/event/1286,1.0,1615629600,400
Codefest CTF 2020,https://ctftime.org/event/1305,1.0,1616157000,296
BlueHens CTF 2021,https://ctftime.org/event/1298,1.0,1616176800,324
LINE CTF 2021,https://ctftime.org/event/1269,1.0,1616198400,680
Securinets CTF Quals 2021,https://ctftime.org/event/1308,1.0,1616259600,268
SPRUSH CTF Quals 2021,https://ctftime.org/event/1239,1.0,1616310000,31
UMassCTF 2021,https://ctftime.org/event/1282,1.0,1616796000,660
CS166 x FSAB CTF 2021,https://ctftime.org/event/1311,1.0,1616803200,49
VolgaCTF 2021 Qualifier,https://ctftime.org/event/1229,1.0,1616853600,231
FooBar CTF 2021,https://ctftime.org/event/1322,1.0,1617215400,403
X-MAS GTF 2021,https://ctftime.org/event/1323,1.0,1617235200,75
ångstromCTF 2021,https://ctftime.org/event/1265,1.0,1617408000,1243
b01lers CTF,https://ctftime.org/event/1259,1.0,1617487200,297
Pragyan CTF 2021,https://ctftime.org/event/1330,1.0,1617840000,101
BSides Canberra 2021 CTF,https://ctftime.org/event/1314,1.0,1617926400,343
RITSEC CTF 2021,https://ctftime.org/event/1309,1.0,1617984000,720
Midnight Sun CTF 2021 Quals,https://ctftime.org/event/1139,1.0,1617987600,349
HackPack CTF 2021,https://ctftime.org/event/1307,1.0,1618585200,477
Incognito 2.0,https://ctftime.org/event/1321,1.0,1618597800,49
UMDCTF 2021,https://ctftime.org/event/1288,1.0,1618606800,484
PlaidCTF 2021,https://ctftime.org/event/1199,1.0,1618606800,530
Great Lakes Security Conference CTF,https://ctftime.org/event/1341,1.0,1618610400,56
Bambi CTF #5,https://ctftime.org/event/1253,1.0,1618653600,61
Cyber Apocalypse 2021,https://ctftime.org/event/1304,1.0,1618833600,2705
Securebug.se CTF Odin 2021,https://ctftime.org/event/1324,1.0,1618927200,54
S4CTF 2021,https://ctftime.org/event/1329,1.0,1619112600,309
TAMUctf 2021,https://ctftime.org/event/1320,1.0,1619132400,344
HeroCTF v3,https://ctftime.org/event/1284,1.0,1619208000,645
WPICTF 2021,https://ctftime.org/event/1208,1.0,1619215200,244
DEF CON CTF Qualifier 2021,https://ctftime.org/event/1254,1.0,1619827200,433
DawgCTF 2021,https://ctftime.org/event/1319,1.0,1620424800,595
San Diego CTF 2021,https://ctftime.org/event/1255,1.0,1620432000,292
PwnTillDawn Online Battlefield - Goodwill Edition 2021,https://ctftime.org/event/1336,1.0,1620450000,8
saarCTF 2021,https://ctftime.org/event/1252,1.0,1620478800,77
DCTF 2021,https://ctftime.org/event/1361,1.0,1621004400,1084
m0leCon CTF 2021 Teaser,https://ctftime.org/event/1325,1.0,1621011600,281
FarEastCTF - 2021,https://ctftime.org/event/1343,1.0,1621074600,17
3kCTF-2021,https://ctftime.org/event/1317,1.0,1621076400,232
OMH 2021 CTF,https://ctftime.org/event/1363,1.0,1621076400,164
NorzhCTF 2021,https://ctftime.org/event/1301,1.0,1621620010,105
NorthSec 2021,https://ctftime.org/event/1368,1.0,1621639800,79
Securinets CTF Finals 2021,https://ctftime.org/event/1374,1.0,1621677600,7
Pwn2Win CTF 2021,https://ctftime.org/event/1186,1.0,1622219820,719
ICHSA CTF 2021,https://ctftime.org/event/1359,1.0,1622484000,80
wtfctf,https://ctftime.org/event/1373,1.0,1622678400,351
Zh3r0 CTF V2,https://ctftime.org/event/1285,1.0,1622802600,509
FreedomCTF Spring 2021,https://ctftime.org/event/1375,1.0,1622807940,234
S.H.E.L.L. CTF,https://ctftime.org/event/1362,1.0,1622874600,532
BCACTF 2.0,https://ctftime.org/event/1369,1.0,1623369600,837
Circle City Con CTF 2021,https://ctftime.org/event/1350,1.0,1623427200,291
THC CTF 2021,https://ctftime.org/event/1381,1.0,1623481200,374
FAUST CTF 2021,https://ctftime.org/event/1292,1.0,1623502800,77
HSCTF 8,https://ctftime.org/event/1264,1.0,1623672000,1162
CTF InterIUT 2021,https://ctftime.org/event/1337,1.0,1624046400,41
WeCTF 2021,https://ctftime.org/event/1231,1.0,1624122000,574
CTFZone 2021,https://ctftime.org/event/1328,1.0,1624701600,131
Hack-A-Sat 2 Qualifiers,https://ctftime.org/event/1365,1.0,1624716000,697
CyberThreatForce CTF | 2021,https://ctftime.org/event/1380,1.0,1625263200,197
0CTF/TCTF 2021 Quals	,https://ctftime.org/event/1356,1.0,1625277600,464
redpwnCTF 2021,https://ctftime.org/event/1327,1.0,1625857200,1416
ENOWARS 5,https://ctftime.org/event/1340,1.0,1625918400,54
TyphoonCon CTF 2021,https://ctftime.org/event/1390,1.0,1626091200,88
Lexington Informatics Tournament CTF 2021,https://ctftime.org/event/1398,1.0,1626433200,475
Google Capture The Flag 2021,https://ctftime.org/event/1318,1.0,1626480000,379
CyberSci Nationals 2021,https://ctftime.org/event/1394,1.0,1626523200,7
Securebug.se CTF Loki 2021,https://ctftime.org/event/1392,1.0,1626703200,85
IJCTF 2021,https://ctftime.org/event/1382,1.0,1627111800,132
CyBRICS CTF 2021,https://ctftime.org/event/1306,1.0,1627120800,480
